,speed
1475,car:1km/H
1476,car:0km/H
1477,car:0km/H
1478,car:0km/H
1479,car:0km/H
1480,truck:0km/H
1481,car:1km/H
1482,car:0km/H
1483,car:0km/H
1484,car:0km/H
1485,car:0km/H
1486,truck:0km/H
1487,car:1km/H
1488,car:0km/H
1489,car:0km/H
1490,car:0km/H
1491,car:0km/H
1492,truck:0km/H
1493,car:1km/H
1494,car:0km/H
1495,car:0km/H
1496,car:0km/H
1497,car:0km/H
1498,truck:0km/H
1499,car:1km/H
1500,car:0km/H
1501,car:0km/H
1502,car:0km/H
1503,car:0km/H
1504,truck:0km/H
1505,car:1km/H
1506,car:0km/H
1507,car:0km/H
1508,car:0km/H
1509,car:0km/H
1510,truck:0km/H
1511,car:1km/H
1512,car:0km/H
1513,car:0km/H
1514,car:0km/H
1515,car:0km/H
1516,truck:0km/H
1517,car:1km/H
1518,car:0km/H
1519,car:0km/H
1520,car:0km/H
1521,car:0km/H
1522,truck:0km/H
1523,car:1km/H
1524,car:0km/H
1525,car:0km/H
1526,car:0km/H
1527,car:0km/H
1528,truck:0km/H
1529,car:1km/H
1530,car:0km/H
1531,car:0km/H
1532,car:0km/H
1533,car:0km/H
1534,truck:0km/H
1535,car:1km/H
1536,car:0km/H
1537,car:0km/H
1538,car:0km/H
1539,truck:0km/H
1540,car:1km/H
1541,car:0km/H
1542,car:0km/H
1543,car:0km/H
1544,truck:0km/H
1545,car:1km/H
1546,car:0km/H
1547,car:0km/H
1548,car:0km/H
1549,truck:0km/H
1550,car:1km/H
1551,car:0km/H
1552,car:0km/H
1553,car:0km/H
1554,truck:0km/H
1555,car:1km/H
1556,car:0km/H
1557,car:0km/H
1558,car:0km/H
1559,truck:0km/H
1560,car:1km/H
1561,car:0km/H
1562,car:0km/H
1563,car:0km/H
1564,truck:0km/H
1565,car:1km/H
1566,car:0km/H
1567,car:0km/H
1568,car:0km/H
1569,truck:0km/H
1570,car:1km/H
1571,car:0km/H
1572,car:0km/H
1573,car:0km/H
1574,truck:0km/H
1575,car:1km/H
1576,car:0km/H
1577,car:0km/H
1578,car:0km/H
1579,truck:0km/H
1580,car:1km/H
1581,car:0km/H
1582,car:0km/H
1583,car:0km/H
1584,truck:0km/H
1585,car:1km/H
1586,car:0km/H
1587,car:0km/H
1588,car:0km/H
1589,truck:0km/H
1590,car:1km/H
1591,car:0km/H
1592,car:0km/H
1593,car:0km/H
1594,truck:0km/H
1595,car:1km/H
1596,car:0km/H
1597,car:0km/H
1598,car:0km/H
1599,truck:0km/H
1600,car:1km/H
1601,car:0km/H
1602,car:0km/H
1603,car:0km/H
1604,truck:0km/H
1605,car:1km/H
1606,car:0km/H
1607,car:0km/H
1608,car:0km/H
1609,truck:0km/H
1610,car:1km/H
1611,bus:1km/H
1612,car:0km/H
1613,car:0km/H
1614,car:0km/H
1615,truck:0km/H
1616,car:1km/H
1617,car:0km/H
1618,car:0km/H
1619,car:0km/H
1620,truck:0km/H
1621,car:1km/H
1622,car:0km/H
1623,car:0km/H
1624,car:0km/H
1625,truck:0km/H
1626,car:1km/H
1627,car:0km/H
1628,car:0km/H
1629,car:0km/H
1630,car:0km/H
1631,truck:0km/H
1632,car:1km/H
1633,car:0km/H
1634,car:0km/H
1635,car:0km/H
1636,truck:0km/H
1637,car:1km/H
1638,car:0km/H
1639,car:0km/H
1640,car:0km/H
1641,truck:0km/H
1642,car:1km/H
1643,car:1km/H
1644,car:0km/H
1645,car:0km/H
1646,car:0km/H
1647,truck:0km/H
1648,car:1km/H
1649,car:1km/H
1650,car:0km/H
1651,car:0km/H
1652,truck:0km/H
1653,car:1km/H
1654,car:0km/H
1655,car:0km/H
1656,car:0km/H
1657,truck:0km/H
1658,car:1km/H
1659,car:0km/H
1660,car:0km/H
1661,car:0km/H
1662,truck:0km/H
1663,car:1km/H
1664,car:0km/H
1665,car:0km/H
1666,car:0km/H
1667,truck:0km/H
1668,car:1km/H
1669,car:0km/H
1670,car:0km/H
1671,truck:0km/H
1672,car:1km/H
1673,car:0km/H
1674,car:0km/H
1675,truck:0km/H
1676,car:1km/H
1677,car:0km/H
1678,car:0km/H
1679,truck:0km/H
1680,car:1km/H
1681,car:0km/H
1682,car:0km/H
1683,truck:0km/H
1684,car:1km/H
1685,car:0km/H
1686,car:0km/H
1687,truck:0km/H
1688,car:0km/H
1689,car:0km/H
1690,truck:0km/H
1691,car:0km/H
1692,car:0km/H
1693,truck:0km/H
1694,car:0km/H
1695,car:0km/H
1696,car:0km/H
1697,truck:0km/H
1698,car:0km/H
1699,car:0km/H
1700,car:0km/H
1701,truck:0km/H
1702,car:0km/H
1703,car:0km/H
1704,car:0km/H
1705,truck:0km/H
1706,car:0km/H
1707,car:0km/H
1708,car:0km/H
1709,truck:0km/H
1710,car:0km/H
1711,car:0km/H
1712,car:0km/H
1713,truck:0km/H
1714,car:0km/H
1715,car:0km/H
1716,car:0km/H
1717,truck:0km/H
1718,car:0km/H
1719,car:0km/H
1720,car:0km/H
1721,truck:0km/H
1722,car:0km/H
1723,car:0km/H
1724,car:0km/H
1725,truck:0km/H
1726,car:0km/H
1727,car:0km/H
1728,bus:0km/H
1729,car:0km/H
1730,car:0km/H
1731,truck:0km/H
1732,car:0km/H
1733,car:0km/H
1734,bus:0km/H
1735,car:0km/H
1736,car:0km/H
1737,truck:0km/H
1738,car:0km/H
1739,car:1km/H
1740,bus:0km/H
1741,car:0km/H
1742,car:0km/H
1743,truck:0km/H
1744,car:0km/H
1745,car:1km/H
1746,bus:0km/H
1747,car:0km/H
1748,car:0km/H
1749,truck:0km/H
1750,car:0km/H
1751,car:1km/H
1752,bus:1km/H
1753,car:0km/H
1754,car:0km/H
1755,truck:0km/H
1756,car:0km/H
1757,car:1km/H
1758,bus:1km/H
1759,car:0km/H
1760,car:0km/H
1761,truck:0km/H
1762,car:0km/H
1763,car:1km/H
1764,bus:1km/H
1765,car:0km/H
1766,car:0km/H
1767,truck:0km/H
1768,car:0km/H
1769,car:1km/H
1770,bus:1km/H
1771,car:0km/H
1772,car:0km/H
1773,truck:0km/H
1774,car:0km/H
1775,car:1km/H
1776,bus:0km/H
1777,car:0km/H
1778,car:0km/H
1779,truck:0km/H
1780,car:0km/H
1781,car:1km/H
1782,bus:0km/H
1783,car:0km/H
1784,car:0km/H
1785,truck:0km/H
1786,car:0km/H
1787,car:1km/H
1788,bus:0km/H
1789,car:0km/H
1790,car:0km/H
1791,truck:0km/H
1792,car:0km/H
1793,car:1km/H
1794,bus:0km/H
1795,car:0km/H
1796,car:0km/H
1797,truck:0km/H
1798,car:0km/H
1799,car:1km/H
1800,bus:1km/H
1801,car:0km/H
1802,car:0km/H
1803,car:0km/H
1804,car:1km/H
1805,bus:1km/H
1806,car:0km/H
1807,car:0km/H
1808,car:0km/H
1809,car:1km/H
1810,bus:1km/H
1811,car:0km/H
1812,car:0km/H
1813,truck:1km/H
1814,car:0km/H
1815,bus:1km/H
1816,car:0km/H
1817,car:0km/H
1818,truck:1km/H
1819,car:0km/H
1820,bus:1km/H
1821,car:0km/H
1822,car:0km/H
1823,truck:1km/H
1824,car:0km/H
1825,bus:1km/H
1826,car:0km/H
1827,car:0km/H
1828,truck:1km/H
1829,car:0km/H
1830,car:0km/H
1831,bus:1km/H
1832,car:0km/H
1833,car:0km/H
1834,truck:1km/H
1835,car:0km/H
1836,car:0km/H
1837,bus:1km/H
1838,car:0km/H
1839,car:0km/H
1840,truck:1km/H
1841,car:0km/H
1842,car:0km/H
1843,bus:1km/H
1844,car:0km/H
1845,car:0km/H
1846,truck:1km/H
1847,car:0km/H
1848,car:0km/H
1849,bus:1km/H
1850,car:0km/H
1851,car:0km/H
1852,car:0km/H
1853,car:0km/H
1854,bus:1km/H
1855,car:0km/H
1856,car:0km/H
1857,car:0km/H
1858,car:0km/H
1859,bus:1km/H
1860,car:0km/H
1861,car:0km/H
1862,car:0km/H
1863,car:0km/H
1864,bus:1km/H
1865,car:0km/H
1866,car:0km/H
1867,car:0km/H
1868,car:0km/H
1869,bus:1km/H
1870,car:0km/H
1871,car:0km/H
1872,car:0km/H
1873,car:0km/H
1874,bus:1km/H
1875,car:0km/H
1876,car:0km/H
1877,car:0km/H
1878,car:0km/H
1879,bus:1km/H
1880,car:0km/H
1881,car:0km/H
1882,car:0km/H
1883,car:0km/H
1884,bus:1km/H
1885,car:0km/H
1886,car:0km/H
1887,car:0km/H
1888,car:0km/H
1889,bus:1km/H
1890,car:0km/H
1891,car:0km/H
1892,bus:1km/H
1893,car:0km/H
1894,car:0km/H
1895,bus:1km/H
1896,car:0km/H
1897,car:0km/H
1898,bus:1km/H
1899,car:0km/H
1900,car:0km/H
1901,bus:1km/H
1902,car:0km/H
1903,car:0km/H
1904,bus:1km/H
1905,car:0km/H
1906,car:0km/H
1907,car:0km/H
1908,bus:1km/H
1909,car:0km/H
1910,car:0km/H
1911,car:0km/H
1912,bus:1km/H
1913,car:0km/H
1914,car:0km/H
1915,car:0km/H
1916,bus:1km/H
1917,car:0km/H
1918,car:0km/H
1919,car:0km/H
1920,bus:1km/H
1921,car:0km/H
1922,car:0km/H
1923,bus:1km/H
1924,car:0km/H
1925,car:0km/H
1926,bus:1km/H
1927,car:0km/H
1928,bus:1km/H
1929,car:0km/H
1930,bus:1km/H
1931,car:0km/H
1932,bus:1km/H
1933,car:0km/H
1934,bus:1km/H
1935,car:0km/H
1936,bus:1km/H
1937,car:0km/H
1938,bus:1km/H
1939,car:0km/H
1940,car:1km/H
1941,bus:1km/H
1942,car:0km/H
1943,car:0km/H
1944,bus:1km/H
1945,car:0km/H
1946,car:0km/H
1947,bus:1km/H
1948,car:0km/H
1949,car:0km/H
1950,car:0km/H
1951,bus:1km/H
1952,car:0km/H
1953,car:0km/H
1954,car:0km/H
1955,bus:1km/H
1956,car:0km/H
1957,truck:0km/H
1958,car:0km/H
1959,car:0km/H
1960,bus:1km/H
1961,car:0km/H
1962,truck:2km/H
1963,car:0km/H
1964,car:0km/H
1965,bus:1km/H
1966,car:0km/H
1967,truck:2km/H
1968,car:0km/H
1969,car:0km/H
1970,bus:1km/H
1971,car:0km/H
1972,car:0km/H
1973,car:0km/H
1974,bus:1km/H
1975,car:0km/H
1976,car:0km/H
1977,car:0km/H
1978,bus:1km/H
1979,car:0km/H
1980,car:0km/H
1981,car:0km/H
1982,bus:1km/H
1983,car:0km/H
1984,car:0km/H
1985,car:0km/H
1986,bus:1km/H
1987,car:0km/H
1988,car:0km/H
1989,car:0km/H
1990,bus:1km/H
1991,car:0km/H
1992,car:0km/H
1993,car:0km/H
1994,bus:1km/H
1995,car:0km/H
1996,car:0km/H
1997,car:0km/H
1998,bus:1km/H
1999,car:0km/H
2000,car:0km/H
2001,car:0km/H
2002,bus:1km/H
2003,car:0km/H
2004,car:0km/H
2005,car:0km/H
2006,bus:1km/H
2007,car:0km/H
2008,car:0km/H
2009,car:0km/H
2010,bus:1km/H
2011,car:0km/H
2012,car:0km/H
2013,car:0km/H
2014,bus:1km/H
2015,car:0km/H
2016,car:0km/H
2017,car:0km/H
2018,bus:1km/H
2019,car:0km/H
2020,car:0km/H
2021,car:0km/H
2022,bus:1km/H
2023,car:0km/H
2024,car:0km/H
2025,car:0km/H
2026,bus:1km/H
2027,car:0km/H
2028,car:0km/H
2029,car:0km/H
2030,bus:1km/H
2031,car:0km/H
2032,car:0km/H
2033,bus:1km/H
2034,car:0km/H
2035,car:0km/H
2036,bus:1km/H
2037,car:0km/H
2038,car:0km/H
2039,bus:1km/H
2040,car:0km/H
2041,car:0km/H
2042,bus:1km/H
2043,car:0km/H
2044,car:0km/H
2045,bus:1km/H
2046,car:0km/H
2047,person:0km/H
2048,car:0km/H
2049,bus:1km/H
2050,car:0km/H
2051,person:0km/H
2052,car:0km/H
2053,bus:1km/H
2054,car:0km/H
2055,person:0km/H
2056,car:0km/H
2057,bus:1km/H
2058,car:0km/H
2059,person:0km/H
2060,car:0km/H
2061,car:0km/H
2062,bus:1km/H
2063,car:0km/H
2064,person:0km/H
2065,car:0km/H
2066,car:0km/H
2067,bus:1km/H
2068,car:0km/H
2069,person:0km/H
2070,car:0km/H
2071,bus:1km/H
2072,car:0km/H
2073,person:0km/H
2074,car:0km/H
2075,bus:1km/H
2076,person:0km/H
2077,car:0km/H
2078,car:0km/H
2079,bus:1km/H
2080,person:0km/H
2081,car:0km/H
2082,person:0km/H
2083,car:0km/H
2084,bus:1km/H
2085,person:0km/H
2086,car:0km/H
2087,person:0km/H
2088,car:0km/H
2089,bus:1km/H
2090,car:0km/H
2091,person:0km/H
2092,car:0km/H
2093,person:0km/H
2094,car:0km/H
2095,bus:1km/H
2096,car:0km/H
2097,person:0km/H
2098,car:0km/H
2099,person:3km/H
2100,car:0km/H
2101,bus:1km/H
2102,car:0km/H
2103,car:0km/H
2104,person:2km/H
2105,car:0km/H
2106,bus:1km/H
2107,car:0km/H
2108,car:0km/H
2109,car:0km/H
2110,bus:1km/H
2111,car:0km/H
2112,car:0km/H
2113,car:0km/H
2114,bus:1km/H
2115,car:0km/H
2116,car:0km/H
2117,car:0km/H
2118,bus:1km/H
2119,car:0km/H
2120,car:0km/H
2121,car:0km/H
2122,bus:1km/H
2123,car:0km/H
2124,car:0km/H
2125,car:0km/H
2126,bus:1km/H
2127,car:0km/H
2128,car:0km/H
2129,car:0km/H
2130,bus:1km/H
2131,car:0km/H
2132,car:0km/H
2133,car:0km/H
2134,bus:1km/H
2135,car:0km/H
2136,car:0km/H
2137,person:2km/H
2138,car:0km/H
2139,bus:1km/H
2140,car:0km/H
2141,car:0km/H
2142,person:1km/H
2143,car:0km/H
2144,bus:1km/H
2145,car:0km/H
2146,car:0km/H
2147,person:0km/H
2148,car:0km/H
2149,bus:1km/H
2150,car:0km/H
2151,car:0km/H
2152,person:1km/H
2153,car:0km/H
2154,bus:1km/H
2155,car:0km/H
2156,car:0km/H
2157,person:1km/H
2158,car:0km/H
2159,bus:1km/H
2160,car:0km/H
2161,car:0km/H
2162,person:1km/H
2163,car:0km/H
2164,bus:1km/H
2165,car:0km/H
2166,car:0km/H
2167,person:1km/H
2168,car:0km/H
2169,bus:1km/H
2170,car:0km/H
2171,car:0km/H
2172,person:1km/H
2173,car:0km/H
2174,bus:1km/H
2175,car:0km/H
2176,car:0km/H
2177,person:1km/H
2178,car:0km/H
2179,bus:1km/H
2180,car:0km/H
2181,car:0km/H
2182,person:1km/H
2183,car:8km/H
2184,car:0km/H
2185,bus:1km/H
2186,car:0km/H
2187,car:0km/H
2188,car:0km/H
2189,bus:1km/H
2190,car:0km/H
2191,car:0km/H
2192,car:0km/H
2193,bus:1km/H
2194,car:0km/H
2195,car:0km/H
2196,car:0km/H
2197,bus:1km/H
2198,car:0km/H
2199,car:0km/H
2200,car:1km/H
2201,car:0km/H
2202,bus:1km/H
2203,car:0km/H
2204,car:0km/H
2205,car:0km/H
2206,car:0km/H
2207,bus:1km/H
2208,car:0km/H
2209,car:0km/H
2210,car:0km/H
2211,bus:1km/H
2212,car:0km/H
2213,car:0km/H
2214,car:0km/H
2215,bus:1km/H
2216,car:0km/H
2217,car:0km/H
2218,car:0km/H
2219,bus:1km/H
2220,car:0km/H
2221,car:0km/H
2222,car:0km/H
2223,bus:1km/H
2224,car:0km/H
2225,car:0km/H
2226,car:0km/H
2227,bus:1km/H
2228,car:0km/H
2229,car:0km/H
2230,car:0km/H
2231,bus:1km/H
2232,car:0km/H
2233,car:0km/H
2234,car:0km/H
2235,bus:1km/H
2236,car:0km/H
2237,car:0km/H
2238,car:0km/H
2239,bus:1km/H
2240,car:0km/H
2241,car:0km/H
2242,car:0km/H
2243,bus:1km/H
2244,car:0km/H
2245,car:0km/H
2246,car:0km/H
2247,bus:1km/H
2248,car:0km/H
2249,car:0km/H
2250,car:0km/H
2251,bus:1km/H
2252,car:0km/H
2253,car:0km/H
2254,car:0km/H
2255,bus:1km/H
2256,car:0km/H
2257,car:0km/H
2258,bus:1km/H
2259,car:0km/H
2260,car:0km/H
2261,bus:1km/H
2262,car:0km/H
2263,car:0km/H
2264,bus:1km/H
2265,car:0km/H
2266,car:0km/H
2267,bus:1km/H
2268,car:0km/H
2269,car:0km/H
2270,bus:1km/H
2271,car:0km/H
2272,car:0km/H
2273,bus:1km/H
2274,car:0km/H
2275,car:0km/H
2276,bus:1km/H
2277,car:0km/H
2278,car:0km/H
2279,bus:1km/H
2280,car:0km/H
2281,car:0km/H
2282,bus:1km/H
2283,car:0km/H
2284,car:0km/H
2285,bus:1km/H
2286,car:0km/H
2287,car:0km/H
2288,bus:1km/H
2289,car:0km/H
2290,car:0km/H
2291,bus:1km/H
2292,car:0km/H
2293,car:0km/H
2294,bus:1km/H
2295,car:0km/H
2296,car:0km/H
2297,bus:1km/H
2298,car:0km/H
2299,car:0km/H
2300,bus:1km/H
2301,car:0km/H
2302,car:0km/H
2303,bus:1km/H
2304,car:0km/H
2305,car:0km/H
2306,bus:1km/H
2307,car:0km/H
2308,car:0km/H
2309,bus:1km/H
2310,car:0km/H
2311,car:0km/H
2312,car:0km/H
2313,bus:1km/H
2314,car:0km/H
2315,car:0km/H
2316,car:0km/H
2317,bus:1km/H
2318,car:0km/H
2319,car:0km/H
2320,car:0km/H
2321,bus:1km/H
2322,car:0km/H
2323,car:0km/H
2324,car:0km/H
2325,car:0km/H
2326,bus:1km/H
2327,car:0km/H
2328,car:0km/H
2329,car:0km/H
2330,bus:1km/H
2331,car:0km/H
2332,car:0km/H
2333,car:0km/H
2334,bus:1km/H
2335,car:0km/H
2336,car:0km/H
2337,car:0km/H
2338,car:0km/H
2339,bus:1km/H
2340,car:0km/H
2341,car:0km/H
2342,car:0km/H
2343,car:0km/H
2344,bus:1km/H
2345,car:0km/H
2346,car:0km/H
2347,car:0km/H
2348,car:0km/H
2349,bus:1km/H
2350,car:0km/H
2351,car:0km/H
2352,car:0km/H
2353,car:0km/H
2354,bus:1km/H
2355,car:0km/H
2356,car:0km/H
2357,car:0km/H
2358,car:0km/H
2359,bus:1km/H
2360,car:0km/H
2361,car:0km/H
2362,car:0km/H
2363,car:0km/H
2364,bus:1km/H
2365,car:0km/H
2366,car:0km/H
2367,car:0km/H
2368,car:0km/H
2369,bus:1km/H
2370,car:0km/H
2371,car:0km/H
2372,car:0km/H
2373,car:0km/H
2374,bus:1km/H
2375,car:0km/H
2376,car:0km/H
2377,car:0km/H
2378,car:0km/H
2379,bus:1km/H
2380,car:0km/H
2381,car:0km/H
2382,car:0km/H
2383,car:0km/H
2384,car:0km/H
2385,bus:1km/H
2386,car:0km/H
2387,car:0km/H
2388,car:0km/H
2389,car:0km/H
2390,car:0km/H
2391,bus:1km/H
2392,car:0km/H
2393,car:0km/H
2394,car:0km/H
2395,car:0km/H
2396,bus:1km/H
2397,car:0km/H
2398,car:0km/H
2399,car:0km/H
2400,car:0km/H
2401,bus:1km/H
2402,car:0km/H
2403,car:0km/H
2404,car:0km/H
2405,car:0km/H
2406,bus:1km/H
2407,car:0km/H
2408,car:0km/H
2409,car:0km/H
2410,car:0km/H
2411,bus:1km/H
2412,car:0km/H
2413,car:0km/H
2414,car:0km/H
2415,car:0km/H
2416,bus:1km/H
2417,car:0km/H
2418,car:0km/H
2419,car:0km/H
2420,car:0km/H
2421,bus:1km/H
2422,car:0km/H
2423,car:0km/H
2424,bus:1km/H
2425,car:1km/H
2426,car:0km/H
2427,bus:1km/H
2428,car:1km/H
2429,car:0km/H
2430,bus:1km/H
2431,car:0km/H
2432,car:0km/H
2433,bus:1km/H
2434,car:0km/H
2435,car:0km/H
2436,bus:1km/H
2437,car:0km/H
2438,car:0km/H
2439,bus:1km/H
2440,car:0km/H
2441,car:0km/H
2442,bus:1km/H
2443,car:0km/H
2444,car:0km/H
2445,bus:1km/H
2446,car:0km/H
2447,car:0km/H
2448,bus:1km/H
2449,car:0km/H
2450,car:1km/H
2451,car:0km/H
2452,bus:1km/H
2453,car:0km/H
2454,car:0km/H
2455,car:0km/H
2456,bus:1km/H
2457,car:0km/H
2458,car:2km/H
2459,car:0km/H
2460,bus:1km/H
2461,car:2km/H
2462,car:0km/H
2463,bus:1km/H
2464,car:2km/H
2465,car:0km/H
2466,bus:1km/H
2467,car:2km/H
2468,car:0km/H
2469,bus:1km/H
2470,car:2km/H
2471,car:0km/H
2472,bus:1km/H
2473,car:2km/H
2474,car:0km/H
2475,bus:1km/H
2476,car:2km/H
2477,car:0km/H
2478,bus:1km/H
2479,car:1km/H
2480,car:0km/H
2481,bus:1km/H
2482,car:1km/H
2483,car:0km/H
2484,bus:1km/H
2485,car:2km/H
2486,car:0km/H
2487,bus:1km/H
2488,car:2km/H
2489,car:0km/H
2490,bus:1km/H
2491,car:2km/H
2492,car:0km/H
2493,bus:1km/H
2494,car:2km/H
2495,car:0km/H
2496,car:0km/H
2497,bus:1km/H
2498,car:2km/H
2499,car:0km/H
2500,person:1km/H
2501,car:0km/H
2502,bus:1km/H
2503,car:2km/H
2504,car:0km/H
2505,person:0km/H
2506,car:0km/H
2507,car:0km/H
2508,bus:1km/H
2509,car:2km/H
2510,car:0km/H
2511,person:0km/H
2512,car:0km/H
2513,car:0km/H
2514,bus:1km/H
2515,car:2km/H
2516,car:0km/H
2517,person:0km/H
2518,car:0km/H
2519,car:0km/H
2520,bus:1km/H
2521,car:2km/H
2522,car:0km/H
2523,person:0km/H
2524,car:0km/H
2525,car:0km/H
2526,bus:1km/H
2527,car:2km/H
2528,car:0km/H
2529,person:0km/H
2530,car:0km/H
2531,car:0km/H
2532,bus:1km/H
2533,car:2km/H
2534,car:0km/H
2535,person:0km/H
2536,car:0km/H
2537,car:0km/H
2538,bus:1km/H
2539,car:0km/H
2540,person:0km/H
2541,car:0km/H
2542,car:0km/H
2543,bus:1km/H
2544,car:0km/H
2545,person:0km/H
2546,car:0km/H
2547,car:0km/H
2548,bus:1km/H
2549,car:0km/H
2550,person:0km/H
2551,car:0km/H
2552,car:0km/H
2553,bus:1km/H
2554,car:0km/H
2555,person:0km/H
2556,car:0km/H
2557,car:0km/H
2558,bus:1km/H
2559,car:0km/H
2560,person:0km/H
2561,car:0km/H
2562,car:0km/H
2563,bus:1km/H
2564,car:0km/H
2565,person:0km/H
2566,car:0km/H
2567,car:0km/H
2568,bus:1km/H
2569,car:0km/H
2570,person:0km/H
2571,car:0km/H
2572,car:0km/H
2573,bus:1km/H
2574,car:2km/H
2575,car:0km/H
2576,person:0km/H
2577,car:0km/H
2578,car:0km/H
2579,bus:1km/H
2580,car:0km/H
2581,person:0km/H
2582,car:0km/H
2583,car:0km/H
2584,bus:1km/H
2585,car:0km/H
2586,person:0km/H
2587,car:0km/H
2588,car:1km/H
2589,car:0km/H
2590,bus:1km/H
2591,car:0km/H
2592,person:0km/H
2593,car:0km/H
2594,car:0km/H
2595,car:0km/H
2596,car:0km/H
2597,bus:1km/H
2598,car:0km/H
2599,person:0km/H
2600,car:0km/H
2601,car:0km/H
2602,car:0km/H
2603,car:0km/H
2604,bus:1km/H
2605,car:0km/H
2606,person:0km/H
2607,car:0km/H
2608,car:0km/H
2609,car:0km/H
2610,car:0km/H
2611,bus:1km/H
2612,car:0km/H
2613,person:0km/H
2614,car:0km/H
2615,car:0km/H
2616,car:0km/H
2617,car:0km/H
2618,bus:1km/H
2619,car:0km/H
2620,person:0km/H
2621,car:0km/H
2622,car:0km/H
2623,car:0km/H
2624,car:0km/H
2625,bus:1km/H
2626,car:0km/H
2627,person:0km/H
2628,car:0km/H
2629,car:0km/H
2630,car:0km/H
2631,car:0km/H
2632,bus:1km/H
2633,car:0km/H
2634,person:0km/H
2635,car:0km/H
2636,car:0km/H
2637,car:0km/H
2638,car:0km/H
2639,bus:1km/H
2640,car:0km/H
2641,person:0km/H
2642,car:0km/H
2643,car:0km/H
2644,car:0km/H
2645,car:0km/H
2646,bus:1km/H
2647,car:0km/H
2648,person:0km/H
2649,car:0km/H
2650,car:0km/H
2651,car:0km/H
2652,car:0km/H
2653,bus:1km/H
2654,car:0km/H
2655,person:0km/H
2656,car:0km/H
2657,car:0km/H
2658,car:0km/H
2659,car:0km/H
2660,bus:1km/H
2661,car:0km/H
2662,person:0km/H
2663,car:0km/H
2664,car:0km/H
2665,car:0km/H
2666,car:0km/H
2667,bus:1km/H
2668,car:0km/H
2669,person:0km/H
2670,car:0km/H
2671,car:0km/H
2672,car:0km/H
2673,car:0km/H
2674,bus:1km/H
2675,car:0km/H
2676,person:0km/H
2677,car:0km/H
2678,car:0km/H
2679,car:0km/H
2680,car:0km/H
2681,bus:1km/H
2682,car:0km/H
2683,person:0km/H
2684,car:0km/H
2685,car:0km/H
2686,car:0km/H
2687,car:0km/H
2688,bus:1km/H
2689,car:0km/H
2690,person:0km/H
2691,car:0km/H
2692,car:0km/H
2693,car:0km/H
2694,car:0km/H
2695,bus:1km/H
2696,person:0km/H
2697,car:0km/H
2698,car:0km/H
2699,car:0km/H
2700,bus:1km/H
2701,person:0km/H
2702,car:0km/H
2703,car:0km/H
2704,car:0km/H
2705,bus:1km/H
2706,person:0km/H
2707,car:0km/H
2708,car:0km/H
2709,person:1km/H
2710,car:0km/H
2711,bus:1km/H
2712,person:0km/H
2713,car:0km/H
2714,person:1km/H
2715,car:0km/H
2716,bus:1km/H
2717,person:0km/H
2718,person:1km/H
2719,car:0km/H
2720,bus:1km/H
2721,person:0km/H
2722,person:0km/H
2723,car:0km/H
2724,bus:1km/H
2725,person:0km/H
2726,person:0km/H
2727,car:0km/H
2728,bus:1km/H
2729,person:0km/H
2730,person:0km/H
2731,car:0km/H
2732,bus:1km/H
2733,person:0km/H
2734,person:0km/H
2735,car:0km/H
2736,bus:1km/H
2737,person:0km/H
2738,person:0km/H
2739,car:0km/H
2740,bus:1km/H
2741,person:0km/H
2742,person:0km/H
2743,car:0km/H
2744,bus:1km/H
2745,person:0km/H
2746,person:0km/H
2747,car:0km/H
2748,bus:1km/H
2749,person:0km/H
2750,car:0km/H
2751,bus:1km/H
2752,person:0km/H
2753,car:0km/H
2754,bus:1km/H
2755,person:0km/H
2756,car:0km/H
2757,car:0km/H
2758,bus:1km/H
2759,person:0km/H
2760,car:0km/H
2761,car:0km/H
2762,bus:1km/H
2763,person:0km/H
2764,car:0km/H
2765,car:0km/H
2766,car:0km/H
2767,bus:1km/H
2768,person:0km/H
2769,car:0km/H
2770,car:0km/H
2771,car:0km/H
2772,bus:1km/H
2773,person:0km/H
2774,car:0km/H
2775,car:0km/H
2776,car:0km/H
2777,bus:1km/H
2778,person:0km/H
2779,car:0km/H
2780,car:0km/H
2781,car:0km/H
2782,bus:1km/H
2783,person:0km/H
2784,car:0km/H
2785,car:0km/H
2786,car:0km/H
2787,bus:1km/H
2788,person:0km/H
2789,car:0km/H
2790,car:0km/H
2791,car:0km/H
2792,bus:1km/H
2793,person:0km/H
2794,car:0km/H
2795,car:0km/H
2796,car:0km/H
2797,bus:1km/H
2798,person:0km/H
2799,car:0km/H
2800,car:0km/H
2801,car:0km/H
2802,bus:1km/H
2803,person:0km/H
2804,car:0km/H
2805,car:0km/H
2806,car:0km/H
2807,bus:1km/H
2808,person:0km/H
2809,car:0km/H
2810,car:0km/H
2811,car:0km/H
2812,car:0km/H
2813,bus:1km/H
2814,person:0km/H
2815,car:0km/H
2816,car:0km/H
2817,car:0km/H
2818,car:0km/H
2819,bus:1km/H
2820,person:0km/H
2821,car:0km/H
2822,car:0km/H
2823,car:0km/H
2824,car:0km/H
2825,bus:1km/H
2826,person:0km/H
2827,car:0km/H
2828,car:0km/H
2829,car:0km/H
2830,car:0km/H
2831,bus:1km/H
2832,person:0km/H
2833,car:0km/H
2834,car:0km/H
2835,car:0km/H
2836,car:0km/H
2837,bus:1km/H
2838,person:0km/H
2839,car:0km/H
2840,car:0km/H
2841,car:0km/H
